Sample ID,Bird ID,Sample Type,Capture Date,Sample Date,Detailed Capture Location,General Capture Location,Sex,Comb for ticks,Number of ticks,Nymphs,Larva,Adult,Weight with bag,Bag weight,Weight without bag,Beak length (mm),Beak Depth (mm),Tarsus Length (mm),Wing length (mm),Blood in EDTA (Y/N),Feather Sample (Y/N),Muscle Sample (Y/N),Liver Sample (Y/N),Spleen Sample (Y/N),Cloacal Swab (Y/N),Oropharyngeal Swab (Y/N),Notes
0150,N-0150,Necropsy,2-Aug-16,18-May-17,Jacksonville International Airport,Jacksonville,Male,Y,0,0,0,0,380,10,370,48.9,11.8,79,264,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, yellp beak and legs, small gonads"
0151,N-0151,Necropsy,25-Jul-16,18-May-17,Jacksonville International Airport,Jacksonville,Unknown,Y,0,0,0,0,290,15,275,47.1,12.4,76.7,248,Y,Y,Y,Y,Y,N,N,"Dark beak, no plummage, juvenile"
0152,N-0152,Necropsy,21-Jul-16,18-May-17,Jacksonville International Airport,Jacksonville,Female,Y,0,0,0,0,330,7,223,46.5,12,74.4,243,Y,Y,Y,Y,Y,N,N,"full breeding plummage, adult"
0153,N-0153,Necropsy,25-Jul-16,18-May-17,Jacksonville International Airport,Jacksonville,Unknown,Y,0,0,0,0,280,12.5,257,47,12.5,78.8,257,Y,Y,Y,Y,Y,N,N,"Juvenile, no breeding plummage"
0154,N-0154,Necropsy,25-Jul-16,18-May-17,Jacksonville International Airport,Jacksonville,Female,Y,0,0,0,0,310,6,304,47.1,13,82.3,246,Y,Y,Y,Y,Y,N,N,"little breeding plummage on head, no where else, yellow beak and legs, juvenile"
0155,N-0155,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Female,Y,0,0,0,0,355,17,338,48.8,13.1,79.4,241,Y,Y,Y,Y,Y,N,N,"adult, very light breeding plummage on head and none anywhere else, 155-164 bagged together"
0156,N-0156,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Female,Y,0,0,0,0,390,22,368,48.9,11.5,79.3,245,Y,Y,Y,Y,Y,N,N,"breeding plummage light on head, none anywhere else, fat on stomach, large stomach, yokes starting to form, 155-164 bagged together"
0157,N-0157,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Female,Y,0,0,0,0,350,17,333,53.5,12.2,76.3,253,Y,Y,Y,Y,Y,N,N,"full breeding plummage, 155-164 bagged together"
0158,N-0158,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Male,Y,0,0,0,0,385,21,364,51.9,13.9,80.1,255,Y,Y,Y,Y,Y,N,N,"Light breeding plummage on head and back, none on chest, adult"
0159,N-0159,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Female,Y,0,0,0,0,,,335,48.5,12.5,73.6,253,Y,Y,Y,Y,Y,N,N,Full breeding plummage
0160,N-0160,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Female,Y,0,0,0,0,,,310,49,12.3,79.7,256,Y,Y,Y,Y,Y,N,N,Full breeding plummage
0161,N-0161,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Unknown,Y,0,0,0,0,345,18,327,48.8,12.5,84.6,252,Y,Y,Y,Y,Y,N,N,"Gender unknown, too shredded up to tell, full breeding plummage (likely adult)"
0162,N-0162,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Male,Y,0,0,0,0,390,21,369,51,14,86.2,249,Y,Y,Y,Y,Y,N,N,"Very light breeding plummage on head, none anywhere else"
0163,N-0163,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Male,Y,0,0,0,0,370,18,352,53.5,14,80.1,256,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, adult"
0164,N-0164,Necropsy,20-Jun-16,5-Jun-17,OLF Spencer,Milton,Female,Y,0,0,0,0,370,18,352,53.9,13.3,84.9,250,Y,Y,Y,Y,Y,N,N,Full breeding plummage
0165,N-0165,Necropsy,3-Aug-16,13-Jun-17,Jacksonville International Airport,Jacksonville,Female,Y,0,0,0,0,355,9,346,48,12,80.6,253,Y,Y,Y,Y,Y,N,N,Full breeding plummage
0166,N-0166,Necropsy,21-Jun-16,13-Jun-17,Jacksonville International Airport,Jacksonville,Male,Y,0,0,0,0,410,8,402,52,13.8,87.9,272,Y,Y,Y,Y,Y,N,N,"full breeding plummage, found fly"
0167,N-0167,Necropsy,15-Sep-16,13-Jun-17,N. Whiting Field,Milton,Male,Y,0,0,0,0,425,10,415,48.1,12.4,84,257,Y,Y,Y,Y,Y,N,N,"breeding plummage on head only- none on chest or back, juvenile, lots of fat on stomach"
0168,N-0168,Necropsy,9-Jun-16,13-Jun-17,NAS Jacksonville,Jacksonville,Female,Y,0,0,0,0,350,6,344,47.1,12,81.5,258,Y,Y,Y,Y,Y,N,N,"yolk forming, full breeding plummage"
0169,N-0169,Necropsy,24-May-16,13-Jun-17,NAS Mayport,Jacksonville,Male,Y,0,0,0,0,,,370,49.7,11.5,76,256,Y,Y,Y,Y,Y,N,N,"full breeding plummage, orange/brown coloration very widespread on wings as well as tail"
0170,N-0170,Necropsy,24-May-16,13-Jun-17,NAS Mayport,Jacksonville,Female,Y,0,0,0,0,,,320,47.4,12,79.6,264,Y,Y,Y,Y,Y,N,N,full breeding plummage
0171,N-0171,Necropsy,24-May-16,13-Jun-17,NAS Mayport,Jacksonville,Female,Y,0,0,0,0,,,340,48.3,11.7,76.1,252,Y,Y,Y,Y,Y,N,N,full breeding plummage
0172,N-0172,Necropsy,2-Aug-16,13-Jun-17,Jacksonville International Airport,Jacksonville,Male,Y,0,0,0,0,395,11,384,50.2,13.9,81.6,260,Y,Y,Y,Y,Y,N,N,"small testes, full breeding plummage, very yellow beak"
0173,N-0173,Necropsy,11-Aug-16,13-Jun-17,Jacksonville International Airport,Jacksonville,Female,Y,0,0,0,0,335,10,325,48.5,12.1,75.3,253,Y,Y,Y,Y,Y,N,N,"full breeding plummage, strange black line running across stomach, somach small and oddly shaped with bulge (picture taken on Shannon's phone)"
0174,N-0174,Necropsy,20-Jul-16,13-Jun-17,Jacksonville International Airport,Jacksonville,Female,Y,0,0,0,0,360,9,351,48.2,12.5,83.2,262,Y,Y,Y,Y,Y,N,N,full breeding plummage
0175,N-0175,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Male,Y,0,0,0,0,370,19,351,50.8,13.7,77.2,264,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage"
0176,N-0176,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Female,Y,0,0,0,0,345,17,328,47,12.4,75,252,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage"
0177,N-0177,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Female,Y,0,0,0,0,340,18,322,50.4,12.2,78.2,256,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage"
0178,N-0178,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Female,Y,0,0,0,0,370,17,353,50.2,12.5,76.8,260,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage"
0179,N-0179,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Male,Y,0,0,0,0,365,20,345,47,12.6,74.9,250,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage"
0180,N-0180,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Female,Y,0,0,0,0,345,18,327,47.7,12.2,76.6,254,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage"
0181,N-0181,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Female,Y,0,0,0,0,345,18,327,44.7,11.8,77.7,256,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage"
0182,N-0182,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Female,Y,0,0,0,0,335,18,317,50.3,12.6,76.8,255,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage"
0183,N-0183,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Male,Y,0,0,0,0,,,380,49.6,12.3,82.2,257,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage, large testes"
0184,N-0184,Necropsy,1-Jun-16,14-Jun-17,OLF Spencer- Whiting Field,Milton,Female,Y,0,0,0,0,335,18,317,46.8,12.3,81,256,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage"
0185,N-0185,Necropsy,1-Jun-16,15-Jun-17,OLF Spencer- Whiting Field,Milton,Female,Y,0,0,0,0,315,18,297,45.9,11.5,79.4,242,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage on head and back, none on chest"
0186,N-0186,Necropsy,1-Jun-16,15-Jun-17,OLF Spencer- Whiting Field,Milton,Female,Y,0,0,0,0,350,19,331,47.4,12.6,78.3,258,Y,Y,Y,Y,Y,N,N,"0175-0186 bagged together, full breeding plummage on head and back, none on chest"
0187,N-0187,Necropsy,10-May-17,15-Jun-17,Eglin AFB,Valparaiso,Female,Y,0,0,0,0,295,22,273,46.5,11.6,68.3,243,Y,Y,Y,Y,Y,N,N,"light breeding plummage on head and chest, none on back"
0188,N-0188,Necropsy,13-Apr-17,15-Jun-17,Duval County- NAS Mayport,Jacksonville,Male,Y,0,0,0,0,360,12,348,47.2,13.3,78.8,258,Y,Y,Y,Y,Y,N,N,"full breeding plummage, lots of fat"
0189,N-0189,Necropsy,18-Apr-17,15-Jun-17,Duval County- NAS Mayport,Jacksonville,Male,Y,0,0,0,0,340,13,327,47.2,13.5,84.5,251,Y,Y,Y,Y,Y,N,N,full breeding plummage
0190,N-0190,Necropsy,10-Apr-17,15-Jun-17,N. Field- NAS Whiting Field,Milton,Female,Y,0,0,0,0,410,9,401,47.9,12.2,71.7,257,Y,Y,Y,Y,Y,N,N,"full breeding plummage, lots of fat surrounding stomach (front and back), forming yokes"
0191,N-0191,Necropsy,9-May-17,15-Jun-17,Spencer OLF,Milton,Male,Y,0,0,0,0,430,10,420,50.8,12.9,71.8,269,Y,Y,Y,Y,Y,N,N,"full breeding plummage, large testes"
0192,N-0192,Necropsy,11-May-17,15-Jun-17,Whiting Field,Milton,Female,Y,0,0,0,0,350,10,340,44.4,12.1,67,248,Y,Y,Y,Y,Y,N,N,"full breeding plummage, gavid"
0193,N-0193,Necropsy,8-May-17,15-Jun-17,OLF Spencer,Milton,Female,Y,0,0,0,0,395,18,377,49,13.1,71.4,251,Y,Y,Y,Y,Y,N,N,"full breeding plummage, gavid"
0194,N-0194,Necropsy,8-May-17,27-Jun-17,OLF Spencer,Milton,Female,Y,0,0,0,0,395,10,385,45.6,11.9,76.5,251,Y,Y,Y,Y,Y,N,N,"full breeding plummage, gavid"
0195,N-0195,Necropsy,15-Sep-16,27-Jun-17,N. Whiting Field,Milton,Female,Y,0,0,0,0,350,10,340,55.3,12.3,85,250,Y,Y,Y,Y,Y,N,N,"full breeding plummage but light on back and chest, lots of fat"
0196,N-0196,Necropsy,15-May-17,27-Jun-17,N. Whiting Field,Milton,Female,Y,0,0,0,0,,,392,49.6,11.5,75.4,267,Y,Y,Y,Y,Y,N,N,"full breeding plummage, gavid, lots of fat, huge spleen"
0197,N-0197,Necropsy,11-May-17,27-Jun-17,N. Whiting Field,Milton,Male,Y,0,0,0,0,340,10,330,52.9,14.1,87.4,258,Y,Y,Y,Y,Y,N,N,breeding plummage on head and light on back
0198,N-0198,Necropsy,15-Sep-16,27-Jun-17,N. Whiting Field,Milton,Male,Y,0,0,0,0,330,10,320,46.4,13.2,88.1,247,Y,Y,Y,Y,Y,N,N,"juvenile (small testes), very light breeding plummage on head, chest, back"
0199,N-0199,Necropsy,9-May-17,27-Jun-17,Spencer OLF,Milton,Male,Y,0,0,0,0,440,10,430,57.8,13.9,83.7,257,Y,Y,Y,Y,Y,N,N,"full breeding plummage, 2 flies collected"
0200,N-0200,Necropsy,15-May-17,27-Jun-17,N. Whiting Field,Milton,Male,Y,0,0,0,0,350,10,340,49.9,12.9,79.2,260,Y,Y,Y,Y,Y,N,N,"full breeding plummage, 13 flies collected"
0201,N-0201,Necropsy,20-Apr-17,27-Jun-17,Eglin AFB,Valparaiso,Female,Y,0,0,0,0,,,340,51.2,11.6,76.5,254,Y,Y,Y,Y,Y,N,N,"bagged with 0202, full breeding plummage"
0202,N-0202,Necropsy,20-Apr-17,27-Jun-17,Eglin AFB,Valparaiso,Male,Y,0,0,0,0,,,390,52.3,13.8,85.7,266,Y,Y,Y,Y,Y,N,N,"bagged with 0201,  full breeding plummage"
0203,N-0203,Necropsy,10-May-17,27-Jun-17,Spencer OLF,Milton,Female,Y,0,0,0,0,330,11,319,55.5,11.4,84,245,Y,Y,Y,Y,Y,N,N,"gavid, full breeding plummage, small stomach"
0204,N-0204,Necropsy,26-Apr-17,27-Jun-17,Duval County- NAS Mayport,Jacksonville,Female,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0205,N-0205,Necropsy,5-Apr-17,27-Jun-17,North Field NASWF ,Milton,Male,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0206,N-0206,Necropsy,4-Apr-17,27-Jun-17,Eglin AFB- Approach of 12,Valparaiso,Female,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0207,N-0207,Necropsy,11-May-17,27-Jun-17,Eglin AFB,Valparaiso,Male,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0208,N-0208,Necropsy,11-May-17,27-Jun-17,Spencer OLF,Milton,Male,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0209,N-0209,Necropsy,11-May-17,27-Jun-17,Spencer OLF,Milton,Male,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0210,N-0210,Necropsy,26-Apr-17,27-Jun-17,Eglin AFB,Valparaiso,Male,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0211,N-0211,Necropsy,26-Apr-17,27-Jun-17,Eglin AFB,Valparaiso,Male,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0212,N-0212,Necropsy,26-Apr-17,27-Jun-17,Eglin AFB,Valparaiso,Female,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0213,N-0213,Necropsy,8-May-17,27-Jun-17,"St. Louis, Missouri",St. Louis,Female,Y,0,0,0,0,,,,,,,,Y,Y,Y,Y,Y,N,N,
0214,N-0214,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0215,N-0215,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0216,N-0216,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0217,N-0217,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0218,N-0218,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0219,N-0219,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0220,N-0220,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0221,N-0221,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0222,N-0222,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0223,N-0223,Necropsy,6-Jul-16,7-Jul-17,"Santa Rosa, FL",Santa Rosa,,Y,0,0,0,0,,,,,,,,,,,,,,,
0224,N-0224,Necropsy,11-May-17,7-Jul-17,OLF Spencer,Milton,,Y,0,0,0,0,,,,,,,,,,,,,,,
0225,N-0225,Necropsy,10-Feb-17,7-Jul-17,"Lake County Parks and Trails ""The Pasture"" Property",South Lake,,Y,0,0,0,0,,,,,,,,,,,,,,,
0226,N-0226,Necropsy,21-Apr-17,7-Jul-17,Eglin AFB,Valparaiso,,Y,0,0,0,0,,,,,,,,,,,,,,,
0227,N-0227,Necropsy,21-Apr-17,7-Jul-17,Eglin AFB,Valparaiso,,Y,0,0,0,0,,,,,,,,,,,,,,,
0228,N-0228,Necropsy,17-Apr-17,7-Jul-17,Duke Field-Eglin AFB,Valparaiso,,Y,0,0,0,0,,,,,,,,,,,,,,,
0229,N-0229,Necropsy,17-Apr-17,7-Jul-17,Duke Field-Eglin AFB,Valparaiso,,Y,0,0,0,0,,,,,,,,,,,,,,,
0230,N-0230,Necropsy,17-Apr-17,7-Jul-17,Duke Field-Eglin AFB,Valparaiso,,Y,0,0,0,0,,,,,,,,,,,,,,,
0231,N-0231,Necropsy,6-Apr-17,7-Jul-17,Fire Training Area- Eglin AFB,Valparaiso,,Y,0,0,0,0,,,,,,,,,,,,,,,
0232,N-0232,Necropsy,25-Apr-17,7-Jul-17,Eglin AFB,Valparaiso,,Y,0,0,0,0,,,,,,,,,,,,,,,
0233,N-0233,Necropsy,25-Apr-17,7-Jul-17,Eglin AFB,Valparaiso,,Y,0,0,0,0,,,,,,,,,,,,,,,
0234,N-0234,Necropsy,21-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0235,N-0235,Necropsy,21-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0236,N-0236,Necropsy,21-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0237,N-0237,Necropsy,25-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0238,N-0238,Necropsy,25-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0239,N-0239,Necropsy,29-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0240,N-0240,Necropsy,21-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0241,N-0241,Necropsy,21-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0242,N-0242,Necropsy,21-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0243,N-0243,Necropsy,21-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0244,N-0244,Necropsy,21-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0245,N-0245,Necropsy,29-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0246,N-0246,Necropsy,21-Jun-17,4-Aug-17,Duval,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0247,N-0247,Necropsy,9-May-17,4-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0248,N-0248,Necropsy,9-May-17,4-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0249,N-0249,Necropsy,9-May-17,4-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0250,856-48333,Live,9-Aug-17,9-Aug-17,NASA- Launch Pad B,Merritt Island,,,,,,,,,,,,,,,,,,,,,
0251,856-48336,Live,9-Aug-17,9-Aug-17,NASA- Launch Pad B,Merritt Island,,,,,,,,,,,,,,,,,,,,,
0252,N-0252,Necropsy,15-May-17,10-Aug-17,Duval County,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0253,N-0253,Necropsy,15-May-17,10-Aug-17,Duval County,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0254,N-0254,Necropsy,5-Jul-17,10-Aug-17,SRQ Airport,Sarasota,,,,,,,,,,,,,,,,,,,,,
0255,N-0255,Necropsy,16-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0256,N-0256,Necropsy,10-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0257,N-0257,Necropsy,10-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0258,N-0258,Necropsy,31-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0259,N-0259,Necropsy,4-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0260,N-0260,Necropsy,31-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0261,N-0261,Necropsy,31-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0262,N-0262,Necropsy,31-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0263,N-0263,Necropsy,31-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0264,N-0264,Necropsy,4-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0265,N-0265,Necropsy,31-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0266,N-0266,Necropsy,4-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0267,N-0267,Necropsy,4-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0268,N-0268,Necropsy,23-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0269,N-0269,Necropsy,23-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0270,N-0270,Necropsy,23-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0271,N-0271,Necropsy,23-May-17,10-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0272,856-48337,Live,16-Aug-17,16-Aug-17,NASA- Launch Pad B,Merritt Island,,,,,,,,,,,,,,,,,,,,,
0251-recap,856-48336,Live,16-Aug-17,17-Aug-17,NASA- Launch Pad B,Merritt Island,,,,,,,,,,,,,,,,,,,,,
0273,N-0273,Necropsy,9-Aug-17,18-Aug-17,Kennedy Space Center,Merritt Island,,,,,,,,,,,,,,,,,,,,,
0274,N-0274,Necropsy,9-Aug-17,18-Aug-17,Kennedy Space Center,Merritt Island,,,,,,,,,,,,,,,,,,,,,
0275,N-0275,Necropsy,16-Aug-17,18-Aug-17,Moore Creek- Kennedy Space Center,Merritt Island,,,,,,,,,,,,,,,,,,,,,
0276,N-0276,Necropsy,16-Aug-17,18-Aug-17,SLF- Kennedy Space Center,Merritt Island,,,,,,,,,,,,,,,,,,,,,
0277,N-0277,Necropsy,28-Jun-17,18-Aug-17,SRQ Airport,Sarasota,,,,,,,,,,,,,,,,,,,,,
0278,N-0278,Necropsy,28-Jun-17,18-Aug-17,SRQ Airport,Sarasota,,,,,,,,,,,,,,,,,,,,,
0279,N-0279,Necropsy,28-Jun-17,18-Aug-17,SRQ Airport,Sarasota,,,,,,,,,,,,,,,,,,,,,
0280,N-0280,Necropsy,7-Jun-17,18-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0281,N-0281,Necropsy,7-Jun-17,18-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0282,N-0282,Necropsy,7-Jun-17,18-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0283,N-0283,Necropsy,25-May-17,21-Aug-17,Duval County,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0284,N-0284,Necropsy,5-Jul-17,21-Aug-17,SRQ Airport,Sarasota,,,,,,,,,,,,,,,,,,,,,
0285,N-0285,Necropsy,15-May-17,21-Aug-17,Duval County,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0286,N-0286,Necropsy,5-Jul-17,21-Aug-17,SRQ Airport,Sarasota,,,,,,,,,,,,,,,,,,,,,
0287,N-0287,Necropsy,21-Jun-17,21-Aug-17,Duval County,Jacksonville,,,,,,,,,,,,,,,,,,,,,
0288,N-0288,Necropsy,5-Apr-17,21-Aug-17,"NAS Meridian Joe Williams Field, Preston, MS",Preston,,,,,,,,,,,,,,,,,,,,,
0289,N-0289,Necropsy,1-Jun-17,21-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0290,N-0290,Necropsy,1-Jun-17,21-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0291,N-0291,Necropsy,1-Jun-17,21-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0292,N-0292,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0293,N-0293,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0294,N-0294,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0295,N-0295,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0296,N-0296,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,,,,,,,,,,,,,,,,,,,,,
0297,N-0297,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,420,46.6,12.5,81.2,269,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, small amount of fast on chest and stomach "
0298,N-0298,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Female,Y,0,0,0,0,,,360,47,12.7,76.7,243,Y,Y,Y,Y,Y,N,N,"Light breeding plummage on head, none elsewhere; possible juvenile but ovaries look full grown"
0299,N-0299,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Female,Y,0,0,0,0,,,355,51.1,10.3,72.3,264,Y,Y,Y,Y,Y,N,N,Full breeding plummage 
