Sample ID,Bird ID,Sample Type,Capture Date,Sample Date,Detailed Capture Location,General Capture Location,Sex,Comb for ticks,Number of ticks,Nymphs,Larva,Adult,Weight with bag,Bag weight,Weight without bag,Beak length (mm),Beak Depth (mm),Tarsus Length (mm),Wing length (mm),Blood in EDTA (Y/N),Feather Sample (Y/N),Muscle Sample (Y/N),Liver Sample (Y/N),Spleen Sample (Y/N),Cloacal Swab (Y/N),Oropharyngeal Swab (Y/N),Notes
0300,N-0300,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,410,49.9,11.4,76.8,266,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, excess fat on stomach "
0301,N-0301,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,390,50.4,12.1,84,254,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, excess fat on stomach and chest"
0302,N-0302,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,370,49.9,10.3,76.7,254,Y,Y,Y,Y,Y,N,N,Full breeding plummage
0303,N-0303,Necropsy,8-Jun-17,25-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Female,Y,0,0,0,0,,,370,46.9,11.1,80.5,258,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, internal discoloration from possible burst intestine, liver shot but no sign of ruptured intestines "
0304,N-0304,Necropsy,29-Jun-17,25-Aug-17,Duval County,Jacksonville,Female,Y,0,0,0,0,,,390,42.6,10.3,72.3,252,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, liver shot "
0305,N-0305,Necropsy,29-Jun-17,25-Aug-17,Duval County,Jacksonville,Female,Y,0,0,0,0,,,395,49.1,12.4,84.1,261,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, gavid, 2 flies found outside of feathers "
0306,N-0306,Necropsy,29-Jun-17,25-Aug-17,Duval County,Jacksonville,Male,Y,0,0,0,0,,,300,49.9,10.3,76.7,254,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, excess fat on stomach "
0307,N-0307,Necropsy,15-May-17,25-Aug-17,Duval County,Jacksonville,Female,Y,0,0,0,0,,,285,46.7,12.5,77.1,242,Y,Y,Y,Y,Y,N,N,"Light breeding plummage on head, likely juvenile, excess fat and stomach and chest but intestines extremely small, 1 fly under feathers "
0308,N-0308,Necropsy,6-Jun-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,440,14,426,46.6,10.3,79.1,253,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, preening floofs pure white rather than yellowish, fat on stomach and chest, very small spleen"
0309,N-0309,Necropsy,6-Jun-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,410,46.7,13.5,76,258,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, very large spleen "
0310,N-0310,Necropsy,6-Jun-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,405,47.1,12.9,85.7,255,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, oddly colored testes (gray)"
0311,N-0311,Necropsy,6-Jun-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Female,Y,0,0,0,0,350,13,337,47.8,10.3,72.4,251,Y,Y,Y,Y,Y,N,N,Full breeding plummage 
0312,N-0312,Necropsy,6-Jun-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,480,14,466,51.2,11.3,82.5,257,Y,Y,Y,Y,Y,N,N,Full breeding plummage 
0313,N-0313,Necropsy,6-Jun-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,400,50.5,13.5,83.2,267,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, excess fat on stomach "
0314,N-0314,Necropsy,30-May-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,400,49.9,11.5,72.3,259,Y,Y,Y,Y,Y,N,N,Full breeding plummage 
0315,N-0315,Necropsy,30-May-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,370,47.1,12.4,73.1,,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, excess fat on stomach and chest, large testes"
0316,N-0316,Necropsy,30-May-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Female,Y,0,0,0,0,,,370,48.8,9.1,78.9,253,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, excess fat on stomach "
0317,N-0317,Necropsy,30-May-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Male,Y,0,0,0,0,,,355,45.9,13,76.4,267,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, small stomach "
0318,N-0318,Necropsy,30-May-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Female,Y,0,0,0,0,,,320,51.2,10.3,75.6,238,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, ate a rodent "
0319,N-0319,Necropsy,30-May-17,28-Aug-17,"NASJRB NOLA- Belle Chasse, LA",Belle Chasse,Female,Y,0,0,0,0,,,355,48.6,12.2,76.1,254,Y,Y,Y,Y,Y,N,N,Full breeding plummage 
0320,N-0320,Necropsy,27-Jun-17,28-Aug-17,Duval County ,Jacksonville,Male,Y,0,0,0,0,,,350,47.8,10.3,61.5,256,Y,Y,Y,Y,Y,N,N,Full breeding plummage 
0321,N-0321,Necropsy,24-Jun-17,28-Aug-17,Duval County ,Jacksonville,Male,Y,0,0,0,0,,,410,46.6,11.4,79.1,262,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, 2 flies found and collected: 1 on left wing, 1 on table"
0322,N-0322,Necropsy,5-Jul-17,28-Aug-17,SRQ Airport,Sarasota,Male,Y,0,0,0,0,,,355,46.2,13.3,73,262,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, very small spleen "
0323,N-0323,Necropsy,5-Jul-17,28-Aug-17,SRQ Airport,Sarasota,Female,Y,0,0,0,0,,,315,46.5,10.2,73.5,240,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, excess fat on stomach and chest, gravid"
0324,N-0324,Necropsy,23-Jun-17,28-Aug-17,SRQ Airport,Sarasota,Female,Y,0,0,0,0,320,15,305,,,68.7,230,Y,Y,Y,Y,Y,N,N,"Light breeding plummage on head and chest, more on back"
0325,N-0325,Necropsy,23-Jun-17,28-Aug-17,SRQ Airport,Sarasota,Male,Y,0,0,0,0,,,,50.4,13.9,84.6,261,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, 3 flies collected from the chest and stomach under feathers "
0326,N-0326,Necropsy,23-Jun-17,28-Aug-17,SRQ Airport,Sarasota,Female,Y,0,0,0,0,370,10,360,50.1,10.3,60.5,250,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, flies collected: 1 neck, 9 table, 2 back "
0327,N-0327,Necropsy,6-Jul-16,1-Sep-17,"Santa Rosa, FL",Santa Rosa,Female,Y,0,0,0,0,,,340,47.8,9.1,71.2,246,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, spleen large, bird very thin "
0328,N-0328,Necropsy,6-Jul-16,1-Sep-17,"Santa Rosa, FL",Santa Rosa,Female,Y,0,0,0,0,,,310,47.6,12.1,75.8,235,Y,Y,Y,Y,Y,N,N,"very little breeding plummage, juvenile, gravid female "
0329,N-0329,Necropsy,6-Jul-16,1-Sep-17,"Santa Rosa, FL",Santa Rosa,Female,Y,0,0,0,0,,,350,48.8,10.3,75.6,260,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, chest muscle and stomach shot "
0330,N-0330,Necropsy,1-May-17,1-Sep-17,"Valdosta, GA",Valdosta,Male,Y,0,0,0,0,,,310,48.8,10.3,71.2,250,Y,Y,Y,Y,Y,N,N,"Full breeding plummage on head, chest, and back. Mottled breeding plummage on stomach, could indicate a subspecies"
0331,N-0331,Necropsy,15-Jun-17,1-Sep-17,"Valdosta, GA",Valdosta,Female,Y,0,0,0,0,,,375,49.1,12.2,78.3,249,Y,Y,Y,Y,Y,N,N,Full breeding plummage 
0332,N-0332,Necropsy,17-May-17,1-Sep-17,"Valdosta, GA",Valdosta,Female,Y,0,0,0,0,,,300,41.6,10.3,75.6,245,Y,Y,Y,Y,Y,N,N,Light breeding plummage on back and head
0333,N-0333,Necropsy,17-May-17,1-Sep-17,"Valdosta, GA",Valdosta,Female,Y,0,0,0,0,,,350,45.3,11.7,75.8,240,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, faint mottling on stomach"
0334,N-0334,Necropsy,17-May-17,1-Sep-17,"Valdosta, GA",Valdosta,Female,Y,0,0,0,0,,,310,47.7,9.2,75.6,235,Y,Y,Y,Y,Y,N,N,"Full breeding plummage on head, chest, and back. Mottled breeding plummage on stomach, could indicate a subspecies. Large spleen"
0335,N-0335,Necropsy,10-Aug-17,1-Sep-17,"Valdosta, GA",Valdosta,Female,Y,0,0,0,0,,,330,47.8,10.2,75.6,251,Y,Y,Y,Y,Y,N,N,Faint breeding plummage on head. Stomach entirely covered with fat
0336,N-0336,Necropsy,10-Aug-17,1-Sep-17,"Valdosta, GA",Valdosta,Female,Y,0,0,0,0,,,395,50.1,12.7,76.2,262,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, large liver "
0337,N-0337,Necropsy,10-Aug-17,1-Sep-17,"Valdosta, GA",Valdosta,Female,Y,0,0,0,0,330,11,319,50.1,10.2,76.7,256,Y,Y,Y,Y,Y,N,N,"Full breeding plummage on head, chest, back. Small spleen"
0338,N-0338,Necropsy,10-Aug-17,1-Sep-17,"Valdosta, GA",Valdosta,Female,Y,0,0,0,0,,,380,58.6,13.6,79.8,260,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, fat on chest and stomach, gravid female- large yolk no shell, discoloration of spleen"
0339,N-0339,Necropsy,25-Jun-17,1-Sep-17,SRQ Airport,Sarasota,Female,Y,0,0,0,0,,,450,50.1,10.3,74.6,265,Y,Y,Y,Y,Y,N,N,"Full breeding plummage, gravid with fully formed egg, 4 flies foundL 1 back, 3 in bag"
0340,N-0340,Necropsy,25-Jun-17,1-Sep-17,SRQ Airport,Sarasota,Male,Y,0,0,0,0,,,300,50.6,11.8,72.5,248,Y,Y,Y,Y,Y,N,N,Full breeding plummage 
0341,N-0341,Necropsy,3-May-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,345,49.9,10.2,77.9,250,N,Y,Y,N,Y,N,N,"FBP, excess fat on stomach, gavid"
0342,N-0342,Necropsy,3-May-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,360,46.5,11.9,83.1,257,N,Y,Y,N,Y,N,N,"fly found on neck, FBP, gavid"
0343,N-0343,Necropsy,3-May-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,400,48.8,13,77.9,260,N,Y,Y,N,Y,N,N,"FBP, excess fat on stomach, large testes"
0344,N-0344,Necropsy,3-May-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,390,47.7,10.2,76.3,255,N,Y,Y,N,Y,N,N,"FBP, excess fat on stomach, gavid-egg fully formed"
0345,N-0345,Necropsy,3-May-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,350,10,340,,,82.5,253,N,Y,Y,N,Y,N,N,"no head, FBP, gavid, extremely large spleen"
0346,N-0346,Necropsy,3-May-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,290,,,,,N,Y,Y,N,Y,N,N,"no head, FBP, gavid"
0347,N-0347,Necropsy,3-May-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,330,10,320,42.7,,69.9,247,N,Y,Y,N,Y,N,N,"1 fly found in bag, 1 fly found in down feathers, gavid"
0348,N-0348,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,355,46.5,11.9,78.6,260,N,Y,Y,N,Y,N,N,FBP
0349,N-0349,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,350,46.7,9.2,79.1,252,N,Y,Y,N,Y,N,N,"FBP, gavid"
0350,N-0350,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,430,48.2,13.7,77.4,261,N,Y,Y,N,Y,N,N,"1 fly found, small spleen"
0351,N-0351,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,365,53.6,11.5,72.3,258,N,Y,Y,N,Y,N,N,
0352,N-0352,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,350,39.1,11.4,80.3,250,N,Y,Y,N,Y,N,N,"Full breeding plummage, 1 fly on head"
0353,N-0353,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,415,47.5,12.5,76.2,253,N,Y,Y,N,Y,N,N,Full breeding plummage
0354,N-0354,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,350,59.5,13.2,85.9,255,N,Y,Y,N,Y,N,N,"Full breeding plummage, Fly on wing and tail, large spleen"
0355,N-0355,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,340,48.9,12,77.5,251,N,Y,Y,N,Y,N,N,"Fly on table, gravid"
0356,N-0356,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,325,49.6,12.9,83.3,256,N,Y,Y,N,Y,N,N,"Full breeding plummage, large spleen"
0357,N-0357,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,355,46,13.5,74.5,247,N,Y,Y,N,Y,N,N,Full breeding plummage
0358,N-0358,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,340,45.7,12,77.3,242,N,Y,Y,N,Y,N,N,"Full breeding plummage, gravid"
0359,N-0359,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,345,45.1,12.7,74.3,254,N,Y,Y,N,Y,N,N,"Full breeding plummage,gravid"
0360,N-0360,Necropsy,6-Jun-17,22-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,330,48.4,14.5,84.7,255,N,Y,Y,N,Y,N,N,Full breeding plummage
0361,N-0361,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,300,,,75.5,245,N,Y,Y,N,Y,N,N,"no head, full breeding plummage "
0362,N-0362,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,395,58,14.1,77.1,255,N,Y,Y,N,Y,N,N,full breeding plummage 
0363,N-0363,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,370,47.4,13.1,74.2,255,N,Y,Y,N,Y,N,N,full breeding plummage 
0364,N-0364,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,340,57.8,13.5,77.8,250,N,Y,Y,N,Y,N,N,full breeding plummage 
0365,N-0365,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,325,56.6,11.6,78,244,N,Y,Y,N,Y,N,N,full breeding plummage 
0366,N-0366,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,340,49.1,12.7,98.7,265,N,Y,Y,N,Y,N,N,full breeding plummage 
0367,N-0367,Necropsy,6-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,340,53.6,12.9,74.5,255,N,Y,Y,N,Y,N,N,full breeding plummage 
0368,N-0368,Necropsy,6-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,335,49.9,11.3,58.1,255,N,Y,Y,N,Y,N,N,full breeding plummage 
0369,N-0369,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,390,47.7,10.2,75.7,257,N,Y,Y,N,Y,N,N,"Faint breeding plummage on head, juvenile, fat on chest and stomach "
0370,N-0370,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,350,57.2,11.2,75.7,241,N,Y,Y,N,Y,N,N,full breeding plummage 
0371,N-0371,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,360,50,11.4,76.7,250,N,Y,Y,N,Y,N,N,full breeding plummage 
0372,N-0372,Necropsy,6-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,370,53,12.5,76,256,N,Y,Y,N,Y,N,N,"full breeding plummage, fat on chest and stomach  "
0373,N-0373,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,390,52.4,10.2,75.6,264,N,Y,Y,N,Y,N,N,full breeding plummage 
0374,N-0374,Necropsy,6-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,345,53.3,11.6,73.2,248,N,Y,Y,N,Y,N,N,"full breeding plummage, gavid "
0375,N-0375,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,345,51.2,11.4,73.4,255,N,Y,Y,N,Y,N,N,full breeding plummage 
0376,N-0376,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Unknown,Y,0,0,0,0,,,345,51.8,12.3,79.5,251,N,Y,Y,N,Y,N,N,full breeding plummage 
0377,N-0377,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,380,11,369,50.1,11.4,77.9,259,N,Y,Y,N,Y,N,N,full breeding plummage 
0378,N-0378,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Unknown,Y,0,0,0,0,,,330,58.7,12,79.3,256,N,Y,Y,N,Y,N,N,full breeding plummage 
0379,N-0379,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,360,12,348,59.9,10.3,71.1,236,N,Y,Y,N,Y,N,N,"faint breeding plummage, large spleen"
0380,N-0380,Necropsy,21-Jun-17,29-Sep-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,290,,,79.9,258,N,Y,Y,N,Y,N,N,"no head, full breeding plummage "
0381,N-0381,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,370,49.8,10.3,73.4,263,N,Y,Y,N,Y,N,N,"FBP, fat on stomach"
0382,N-0382,Necropsy,29-May-17,9-Oct-17,OLF Spencer ,Milton,Male,Y,0,0,0,0,,,320,49.9,10.3,80.2,250,N,Y,Y,N,Y,N,N,"FBP, caught at 10:30, mottling on stomach"
0383,N-0383,Necropsy,18-Jul-17,9-Oct-17,N. Whiting Field,Milton,Female,Y,0,0,0,0,,,280,46.8,10.3,75.5,240,N,Y,Y,N,Y,N,N,FBP
0384,N-0384,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Louisiana ,Female,Y,0,0,0,0,,,350,50.2,11.4,70.1,365,N,Y,Y,N,Y,N,N,FBP
0385,N-0385,Necropsy,31-May-17,9-Oct-17,OLF Spencer ,Milton,Male,Y,0,0,0,0,,,360,47.8,10.3,78,358,N,Y,Y,N,Y,N,N,FBP
0386,N-0386,Necropsy,12-Jul-17,9-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,330,11,319,46,10.3,75.6,251,N,Y,Y,N,Y,N,N,"FBP, 1 fly found "
0387,N-0387,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,400,50.1,10.3,79.1,256,N,Y,Y,N,Y,N,N,FBP
0388,N-0388,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,345,10,335,49.9,10.2,67,256,N,Y,Y,N,Y,N,N,"FBP, gravid"
0389,N-0389,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,400,12,388,50.1,11.4,79,260,N,Y,Y,N,Y,N,N,FBP
0390,N-0390,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,350,50.1,10.2,90.1,258,N,Y,Y,N,Y,N,N,FBP
0391,N-0391,Necropsy,10-Jul-17,9-Oct-17,N. Whiting Field,Milton,Male,Y,0,0,0,0,,,335,49.7,14.8,76.5,244,N,Y,Y,N,Y,N,N,FBP
0392,N-0392,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,360,45.9,13,75,250,N,Y,Y,N,Y,N,N,FBP
0393,N-0393,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,420,49.8,13.3,78.2,264,N,Y,Y,N,Y,N,N,FBP
0394,N-0394,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,350,46.7,12.1,78.4,252,N,Y,Y,N,Y,N,N,FBP
0395,N-0395,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,350,48,12.3,77.9,255,N,Y,Y,N,Y,N,N,FBP
0396,N-0396,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,380,48.1,11.9,72,265,N,Y,Y,N,Y,N,N,FBP
0397,N-0397,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,370,51.8,14.4,76.8,272,N,Y,Y,N,Y,N,N,"FBP, ate a rat "
0398,N-0398,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,395,50,14,82.9,259,N,Y,Y,N,Y,N,N,FBP
0399,N-0399,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Female,Y,0,0,0,0,,,345,48.2,12.2,78.4,248,N,Y,Y,N,Y,N,N,"FBP, gavid"
0400,N-0400,Necropsy,7-Jun-17,9-Oct-17,"BAFB, LA",Barksdale,Male,Y,0,0,0,0,,,390,49,13,87.2,265,N,Y,Y,N,Y,N,N,FBP
0401,N-0401,Necropsy,8-Jun-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,360,48.1,12.7,77,246,N,Y,Y,N,Y,N,N,FBP
0402,N-0402,Necropsy,23-Jun-17,27-Oct-17,NOLF ,"Summerdale, AL",Male,Y,0,0,0,0,,,423,47.5,13.4,76.7,262,N,Y,Y,N,Y,N,N,"FBP, excess fat on stomach, 1 fly"
0403,N-0403,Necropsy,22-May-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,410,45.3,13.5,79.1,264,N,Y,Y,N,Y,N,N,"FBP, 2 flies on side/table, gavid, fat on stomach, 3 large yolks"
0404,N-0404,Necropsy,8-Jun-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,335,48.5,12.1,80.5,240,N,Y,Y,N,Y,N,N,"FBP, but faint on chest and back"
0405,N-0405,Necropsy,30-May-17,27-Oct-17,OLF Spencer ,Milton,Male,Y,0,0,0,0,,,345,52,12.6,84.1,263,N,Y,Y,N,Y,N,N,"FBP, small spleen "
0406,N-0406,Necropsy,8-Jun-17,27-Oct-17,OLF Spencer ,Milton,Male,Y,0,0,0,0,,,425,48.9,13,84.1,264,N,Y,Y,N,Y,N,N,"FBP, 2 flies on side/table, small testes, not enough to be juvinile "
0407,N-0407,Necropsy,23-Jun-17,27-Oct-17,NOLF ,"Summerdale, AL",Female,Y,0,0,0,0,,,360,47.3,13.8,81.7,245,N,Y,Y,N,Y,N,N,FBP
0408,N-0408,Necropsy,18-Jul-17,27-Oct-17,N. Whiting Field,Milton,Female,Y,0,0,0,0,,,335,51.8,12,85.5,259,N,Y,Y,N,Y,N,N,FBP
0409,N-0409,Necropsy,18-Jul-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,315,42.6,11.1,78.4,244,N,Y,Y,N,Y,N,N,FBP
0410,N-0410,Necropsy,6-Jul-17,27-Oct-17,S. Whiting Field ,Milton,Male,Y,0,0,0,0,,,345,48.9,12.3,78.9,254,N,Y,Y,N,Y,N,N,FBP
0411,N-0411,Necropsy,31-May-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,360,47.3,11.8,78.6,251,N,Y,Y,N,Y,N,N,"FBP, gavid "
0412,N-0412,Necropsy,22-Jun-17,27-Oct-17,OLF Santa Rosa,Santa Rosa,Female,Y,0,0,0,0,,,360,45.9,13,79.3,246,N,Y,Y,N,Y,N,N,"BP on head only, juvenile?, normal ovaries "
0413,N-0413,Necropsy,29-Jun-17,27-Oct-17,NOLF Santa Rosa,Santa Rosa,Female,Y,0,0,0,0,,,360,50.4,12.8,82.6,254,N,Y,Y,N,Y,N,N,"FBP, flies on neck and chest "
0414,N-0414,Necropsy,10-Jul-17,27-Oct-17,Whiting Field,Milton,Female,Y,0,0,0,0,,,355,48.2,13.3,78.3,241,N,Y,Y,N,Y,N,N,FBP
0415,N-0415,Necropsy,7-Jul-17,27-Oct-17,OLF Pace,Milton,Female,Y,0,0,0,0,,,365,46.7,14.5,82.7,255,N,Y,Y,N,Y,N,N,FBP
0416,N-0416,Necropsy,19-Jul-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,320,47,12.9,78.4,253,N,Y,Y,N,Y,N,N,FBP
0417,N-0417,Necropsy,22-May-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,370,48.7,12.9,76.4,256,N,Y,Y,N,Y,N,N,FBP
0418,N-0418,Necropsy,7-Jul-17,27-Oct-17,OLF Spencer ,Milton,Male,Y,0,0,0,0,,,345,46.5,12.3,80,246,N,Y,Y,N,Y,N,N,FBP
0419,N-0419,Necropsy,22-May-17,27-Oct-17,OLF Spencer ,Milton,Male,Y,0,0,0,0,,,390,50.4,12.4,77.1,252,N,Y,Y,N,Y,N,N,FBP
0420,N-0420,Necropsy,9-Jun-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,355,48.2,12.6,72.4,261,N,Y,Y,N,Y,N,N,"FBP, fly-table, excess fat"
0421,N-0421,Necropsy,19-Jul-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,370,47.3,12,87.9,254,N,Y,Y,N,Y,N,N,FBP
0422,N-0422,Necropsy,31-May-17,27-Oct-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,,,300,47.5,11.9,71,248,N,Y,Y,N,Y,N,N,FBP
0423,N-0423,Necropsy,10-Jul-17,27-Oct-17,Whiting Field,Milton,Male,Y,0,0,0,0,,,340,49,11.4,79,263,N,Y,Y,N,Y,N,N,FBP
0424,N-0424,Necropsy,24-Jul-17,27-Oct-17,Whiting Field,Milton,Male,Y,0,0,0,0,,,410,49.9,12.5,84.1,256,N,Y,Y,N,Y,N,N,FBP
